Trial,switch,t_pos,t_frequency,resp_speed,Resp,Reward_midLeft,Reward_midRight,Reward_downLeft,Reward_downRight,Pval_midLeft,Pval_midRight,Pval_downLeft,Pval_downRight
971,9,downRight,lowA,7.374908767690243,0,0,0,0,0,0.18535150204281609,12.79928779039938,0.14526698294554558,0.308717614859945
972,9,midRight,high,86.0843688703469,1,0,100,0,0,0.15131905568666876,28.810237406580796,0.11859446748207964,0.25203387854745557
973,9,midLeft,lowB,6.078230006282009,1,1,0,0,0,0.3071456251641366,23.52038084625554,0.09681930079480128,0.20575786051110495
974,9,midLeft,lowB,7.019677076854485,0,0,0,0,0,0.2507505223636792,19.201796477613943,0.07904227916711776,0.16797859639388046
975,9,midRight,high,126.57282489911462,1,0,100,0,0,0.20471014175135177,34.03717950252995,0.06452930195368699,0.13713599459270864
976,9,downRight,lowA,5.990587308281551,1,0,0,0,1,0.16712324959817745,27.78760249469526,0.05268105695467322,0.29556672028432285
977,9,midLeft,lowB,6.308515581766217,1,1,0,0,0,0.32004800616575413,22.6855122453904,0.04300827186776894,0.24129762377376407
978,9,downRight,lowA,6.54303359842198,0,0,0,0,0,0.26128389321720147,18.520218357593198,0.035111509828730604,0.1969928927818917
979,9,midRight,high,122.41200422622127,1,0,100,0,0,0.21330947713944204,33.48074615097065,0.028664674698937128,0.16082296708798846
980,9,midLeft,lowB,6.344153964901299,1,1,0,0,0,0.35775396624834005,27.3333360421306,0.02340154495217821,0.1312942125867484
981,9,midRight,high,178.17363659071304,0,0,0,0,0,0.29206665036010354,22.3146537960408,0.019104780078635374,0.10718724179080118
982,9,midLeft,lowB,6.847866055957482,1,1,0,0,0,0.42205051064617816,18.21745334230867,0.015596945526412762,0.0875065593247579
983,9,downLeft,lowC,5.127074023922736,1,0,0,1,0,0.34455768644541873,14.872541125333374,0.19634349343656177,0.07143945302559818
984,9,midRight,high,99.2662688843783,1,0,100,0,0,0.28129334355467045,30.502820058373814,0.1602928041563918,0.05832243306077179
985,9,downLeft,lowC,5.954922011970947,0,0,0,0,0,0.22964498613993387,24.902187876240085,0.13086139303424887,0.0476138331701585
986,9,midLeft,lowB,6.467818538667191,1,1,0,0,0,0.3710901074118711,20.32988949339194,0.10683389236959268,0.03887144260242707
987,9,midLeft,lowB,7.504497790934907,0,0,0,0,0,0.30295413853866426,16.597112224338886,0.0872180884995668,0.031734245058446166
